,Atr1,Atr2,Atr3,Atr4,Atr5,Atr6,Atr7,Atr8,Atr9,Atr10,Atr11,Atr12,Atr13,Atr14,Atr15,Atr16,Atr17,Atr18,Atr19,Atr20,Atr21,Atr22,Atr23,Atr24,Atr25,Atr26,Atr27,Atr28,Atr29,Atr30,Atr31,Atr32,Atr33,Atr34,Atr35,Atr36,Atr37,Atr38,Atr39,Atr40,Atr41,Atr42,Atr43,Atr44,Atr45,Atr46,Atr47,Atr48,Atr49,Atr50,Atr51,Atr52,Atr53,Atr54,Class
124,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Averagely,Always,Never,Averagely,Always,Never,Frequently,Never,Seldom,Averagely,Averagely,Averagely,Never,Married
125,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Seldom,Averagely,Seldom,Averagely,Averagely,Always,Averagely,Always,Never,Never,Never,Seldom,Seldom,Averagely,Seldom,Never,Averagely,Married
126,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Seldom,Averagely,Seldom,Averagely,Averagely,Always,Averagely,Always,Never,Never,Never,Seldom,Seldom,Averagely,Seldom,Never,Averagely,Married
127,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Seldom,Seldom,Never,Never,Frequently,Averagely,Seldom,Frequently,Frequently,Never,Averagely,Frequently,Averagely,Averagely,Always,Seldom,Seldom,Married
128,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Frequently,Never,Never,Always,Seldom,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Averagely,Averagely,Averagely,Married
129,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Never,Always,Seldom,Always,Averagely,Frequently,Averagely,Averagely,Never,Never,Never,Married
130,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Seldom,Never,Seldom,Averagely,Averagely,Averagely,Averagely,Averagely,Averagely,Averagely,Averagely,Never,Seldom,Never,Married
131,Never,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Seldom,Seldom,Seldom,Never,Never,Averagely,Seldom,Averagely,Averagely,Seldom,Averagely,Averagely,Never,Seldom,Frequently,Never,Averagely,Averagely,Averagely,Averagely,Never,Never,Never,Married
132,Never,Never,Averagely,Never,Averagely,Always,Never,Never,Never,Never,Never,Never,Averagely,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Frequently,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Seldom,Never,Always,Never,Seldom,Seldom,Averagely,Frequently,Never,Seldom,Seldom,Never,Never,Never,Married
133,Seldom,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Averagely,Seldom,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Seldom,Never,Averagely,Never,Never,Averagely,Seldom,Averagely,Averagely,Averagely,Averagely,Averagely,Seldom,Never,Married
134,Seldom,Never,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Seldom,Never,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Averagely,Never,Averagely,Never,Averagely,Frequently,Never,Frequently,Frequently,Frequently,Averagely,Averagely,Married
135,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Seldom,Seldom,Seldom,Never,Never,Never,Seldom,Seldom,Never,Never,Frequently,Averagely,Seldom,Averagely,Averagely,Seldom,Averagely,Frequently,Averagely,Averagely,Frequently,Seldom,Seldom,Married
136,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Averagely,Seldom,Never,Averagely,Frequently,Never,Seldom,Never,Averagely,Never,Never,Never,Never,Never,Averagely,Frequently,Seldom,Averagely,Seldom,Averagely,Seldom,Averagely,Averagely,Never,Married
137,Never,Never,Seldom,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Averagely,Averagely,Never,Frequently,Frequently,Frequently,Frequently,Never,Seldom,Frequently,Frequently,Frequently,Seldom,Married
138,Never,Never,Seldom,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Averagely,Averagely,Never,Frequently,Frequently,Frequently,Frequently,Never,Seldom,Frequently,Frequently,Frequently,Seldom,Married
139,Frequently,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Seldom,Seldom,Seldom,Never,Frequently,Frequently,Averagely,Averagely,Never,Averagely,Averagely,Never,Never,Always,Married
140,Never,Averagely,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Averagely,Never,Never,Never,Seldom,Never,Never,Seldom,Seldom,Averagely,Never,Seldom,Averagely,Frequently,Never,Seldom,Seldom,Averagely,Averagely,Seldom,Never,Seldom,Frequently,Averagely,Averagely,Married
141,Never,Seldom,Averagely,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Averagely,Seldom,Seldom,Seldom,Never,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Seldom,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Seldom,Never,Averagely,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Married
142,Always,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Never,Never,Never,Married
143,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Averagely,Seldom,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Frequently,Averagely,Always,Always,Never,Seldom,Never,Never,Seldom,Always,Seldom,Never,Married
144,Never,Never,Averagely,Always,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Seldom,Never,Never,Never,Averagely,Never,Never,Averagely,Averagely,Frequently,Never,Frequently,Averagely,Never,Averagely,Always,Never,Never,Seldom,Never,Never,Married
145,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Seldom,Seldom,Never,Seldom,Frequently,Always,Never,Always,Frequently,Always,Frequently,Seldom,Frequently,Frequently,Never,Seldom,Never,Married
146,Averagely,Seldom,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Seldom,Never,Seldom,Never,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Seldom,Never,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Averagely,Never,Never,Seldom,Never,Averagely,Seldom,Averagely,Seldom,Frequently,Seldom,Frequently,Seldom,Seldom,Frequently,Never,Never,Never,Never,Never,Never,Married
147,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Averagely,Averagely,Seldom,Seldom,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Never,Always,Never,Never,Never,Never,Never,Married
148,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Seldom,Never,Never,Never,Seldom,Never,Averagely,Never,Never,Seldom,Never,Never,Seldom,Never,Averagely,Never,Seldom,Frequently,Averagely,Never,Seldom,Frequently,Frequently,Averagely,Averagely,Seldom,Seldom,Averagely,Never,Never,Married
149,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Always,Always,Always,Always,Always,Always,Always,Averagely,Averagely,Never,Never,Never,Married
150,Never,Frequently,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Always,Always,Never,Always,Always,Always,Frequently,Seldom,Seldom,Seldom,Averagely,Never,Seldom,Married
151,Never,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Seldom,Seldom,Averagely,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Never,Seldom,Seldom,Never,Seldom,Frequently,Seldom,Averagely,Seldom,Averagely,Averagely,Averagely,Averagely,Seldom,Married
152,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Never,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Always,Seldom,Never,Averagely,Seldom,Averagely,Seldom,Averagely,Averagely,Always,Averagely,Never,Married
153,Averagely,Averagely,Frequently,Never,Never,Seldom,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Averagely,Averagely,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Married
154,Seldom,Never,Seldom,Never,Seldom,Seldom,Never,Never,Never,Seldom,Never,Never,Seldom,Seldom,Seldom,Never,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Never,Never,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Never,Averagely,Seldom,Averagely,Averagely,Averagely,Averagely,Frequently,Married
155,Averagely,Seldom,Never,Averagely,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Seldom,Never,Seldom,Never,Seldom,Never,Seldom,Never,Never,Never,Seldom,Never,Never,Frequently,Never,Averagely,Averagely,Averagely,Averagely,Averagely,Averagely,Seldom,Married
156,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Averagely,Seldom,Averagely,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Seldom,Averagely,Seldom,Never,Averagely,Never,Never,Seldom,Seldom,Seldom,Seldom,Never,Averagely,Averagely,Never,Never,Averagely,Seldom,Averagely,Seldom,Averagely,Averagely,Seldom,Never,Never,Married
157,Never,Seldom,Never,Never,Never,Seldom,Never,Averagely,Never,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Averagely,Never,Never,Seldom,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Seldom,Seldom,Never,Seldom,Frequently,Frequently,Averagely,Never,Never,Never,Always,Always,Averagely,Married
158,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Seldom,Seldom,Averagely,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Never,Averagely,Seldom,Never,Never,Never,Never,Seldom,Seldom,Averagely,Seldom,Never,Averagely,Averagely,Averagely,Seldom,Never,Seldom,Frequently,Averagely,Averagely,Averagely,Seldom,Never,Never,Married
159,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Seldom,Averagely,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Seldom,Seldom,Seldom,Never,Never,Seldom,Seldom,Averagely,Seldom,Seldom,Frequently,Averagely,Never,Averagely,Seldom,Averagely,Frequently,Averagely,Averagely,Averagely,Seldom,Seldom,Never,Married
160,Averagely,Never,Averagely,Never,Never,Never,Never,Never,Never,Averagely,Never,Never,Averagely,Never,Never,Seldom,Seldom,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Seldom,Never,Averagely,Seldom,Never,Never,Frequently,Averagely,Averagely,Seldom,Seldom,Seldom,Seldom,Averagely,Seldom,Married
161,Seldom,Seldom,Averagely,Never,Averagely,Seldom,Never,Averagely,Seldom,Averagely,Seldom,Seldom,Averagely,Never,Averagely,Seldom,Averagely,Seldom,Never,Never,Never,Seldom,Never,Seldom,Seldom,Never,Seldom,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Seldom,Averagely,Averagely,Never,Seldom,Seldom,Married
162,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Averagely,Averagely,Always,Always,Always,Averagely,Averagely,Averagely,Averagely,Always,Averagely,Averagely,Married
163,Averagely,Never,Seldom,Never,Never,Never,Never,Never,Never,Averagely,Seldom,Never,Seldom,Never,Averagely,Averagely,Seldom,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Averagely,Never,Never,Never,Never,Never,Averagely,Averagely,Seldom,Never,Never,Averagely,Averagely,Seldom,Averagely,Frequently,Never,Averagely,Never,Never,Averagely,Seldom,Never,Never,Married
164,Averagely,Seldom,Seldom,Never,Never,Averagely,Never,Never,Never,Averagely,Never,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Seldom,Seldom,Seldom,Averagely,Averagely,Never,Never,Never,Never,Never,Never,Seldom,Never,Seldom,Averagely,Never,Seldom,Never,Frequently,Seldom,Seldom,Frequently,Seldom,Seldom,Seldom,Married
165,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Frequently,Always,Never,Never,Always,Never,Seldom,Never,Seldom,Never,Never,Never,Never,Seldom,Never,Always,Seldom,Seldom,Always,Averagely,Averagely,Averagely,Married
166,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Frequently,Seldom,Frequently,Always,Seldom,Averagely,Averagely,Averagely,Averagely,Frequently,Averagely,Averagely,Married
167,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Seldom,Seldom,Never,Never,Seldom,Never,Never,Never,Seldom,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Never,Seldom,Seldom,Seldom,Never,Seldom,Never,Never,Seldom,Seldom,Seldom,Averagely,Seldom,Frequently,Frequently,Never,Averagely,Frequently,Never,Averagely,Never,Seldom,Seldom,Frequently,Never,Never,Married
168,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Always,Seldom,Averagely,Seldom,Seldom,Never,Always,Frequently,Frequently,Averagely,Averagely,Frequently,Averagely,Always,Frequently,Seldom,Married
169,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Seldom,Seldom,Seldom,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Seldom,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Averagely,Averagely,Never,Seldom,Frequently,Always,Always,Never,Seldom,Frequently,Frequently,Frequently,Seldom,Married
